Collection ID,Form ID,State,Year,Serial_agar_dilution for creating the model  (N= 20),Field,County,hyphal_tip (ht),DNA Extraction,Location of field,Size of field (acres),Percentage Affected,History,Number of Years,Fungicide This Year,Chemigation,Applied for White Mold,Products,Timing,Pre-2015 Fungicides,Number of Years,Products: Soybean,Timing: Soybean,Notes,Apparently low sensitiviy
,Sc15-MTCLM-09-TR27-01,MI,2015,No,trial,Montcalm,No,No,"43.352 N, 85.178 W",,,,,,,,Aproach SC Induce,9 fl oz/A 0.25% v/v,"R1, R3",,,,,
,Sc15-MTCLM-09-TR27-02,MI,2015,No,trial,Montcalm,No,No,"43.352 N, 85.178 W",,,,,,,,Aproach SC Induce,9 fl oz/A 0.25% v/v,"R1, R3",,,,,
,Sc15-MTCLM-09-TR27-03,MI,2015,No,trial,Montcalm,No,No,"43.352 N, 85.178 W",,,,,,,,Aproach SC Induce,9 fl oz/A 0.25% v/v,"R1, R3",,,,,
,Sc15-MTCLM-09-TR27-04,MI,2015,No,trial,Montcalm,No,No,"43.352 N, 85.178 W",,,,,,,,Aproach SC Induce,9 fl oz/A 0.25% v/v,"R1, R3",,,,,
,Sc15-MTCLM-09-TR27-05,MI,2015,No,trial,Montcalm,No,No,"43.352 N, 85.178 W",,,,,,,,Aproach SC Induce,9 fl oz/A 0.25% v/v,"R1, R3",,,,,
,Sc15-MTCLM-09-TR27-06,MI,2015,No,trial,Montcalm,No,No,"43.352 N, 85.178 W",,,,,,,,Aproach SC Induce,9 fl oz/A 0.25% v/v,"R1, R3",,,,,
,Sc15-MTCLM-09-TR27-07,MI,2015,No,trial,Montcalm,No,No,"43.352 N, 85.178 W",,,,,,,,Aproach SC Induce,9 fl oz/A 0.25% v/v,"R1, R3",,,,,
,Sc15-MTCLM-56-TR27-01,MI,2015,No,trial,Montcalm,No,No,"43.352 N, 85.178 W",,,,,,,,Aproach SC Induce,9 fl oz/A 0.25% v/v,"R1, R3",,,,,
,Sc15-MTCLM-56-TR27-02,MI,2015,No,trial,Montcalm,No,No,"43.352 N, 85.178 W",,,,,,,,Aproach SC Induce,9 fl oz/A 0.25% v/v,"R1, R3",,,,,
,Sc15-MTCLM-56-TR27-03,MI,2015,No,trial,Montcalm,No,No,"43.352 N, 85.178 W",,,,,,,,Aproach SC Induce,9 fl oz/A 0.25% v/v,"R1, R3",,,,,
,Sc15-MTCLM-56-TR27-04,MI,2015,No,trial,Montcalm,No,No,"43.352 N, 85.178 W",,,,,,,,Aproach SC Induce,9 fl oz/A 0.25% v/v,"R1, R3",,,,,
,Sc15-MTCLM-56-TR27-05,MI,2015,No,trial,Montcalm,No,No,"43.352 N, 85.178 W",,,,,,,,Aproach SC Induce,9 fl oz/A 0.25% v/v,"R1, R3",,,,,
,Sc15-MTCLM-56-TR27-06,MI,2015,No,trial,Montcalm,No,No,"43.352 N, 85.178 W",,,,,,,,Aproach SC Induce,9 fl oz/A 0.25% v/v,"R1, R3",,,,,
,Sc15-MTCLM-56-TR27-07,MI,2015,No,trial,Montcalm,No,No,"43.352 N, 85.178 W",,,,,,,,Aproach SC Induce,9 fl oz/A 0.25% v/v,"R1, R3",,,,,
,Sc15-MTCLM-56-TR27-08,MI,2015,No,trial,Montcalm,No,No,"43.352 N, 85.178 W",,,,,,,,Aproach SC Induce,9 fl oz/A 0.25% v/v,"R1, R3",,,,,
,Sc15-MTCLM-56-TR27-09,MI,2015,No,trial,Montcalm,No,No,"43.352 N, 85.178 W",,,,,,,,Aproach SC Induce,9 fl oz/A 0.25% v/v,"R1, R3",,,,,
,Sc15-MTCLM-56-TR27-10,MI,2015,No,trial,Montcalm,No,No,"43.352 N, 85.178 W",,,,,,,,Aproach SC Induce,9 fl oz/A 0.25% v/v,"R1, R3",,,,,
,Sc15-MTCLM-105-TR27-01,MI,2015,No,trial,Montcalm,No,No,"43.352 N, 85.178 W",,,,,,,,Aproach SC Induce,9 fl oz/A 0.25% v/v,"R1, R3",,,,,
,Sc15-MTCLM-105-TR27-02,MI,2015,No,trial,Montcalm,No,No,"43.352 N, 85.178 W",,,,,,,,Aproach SC Induce,9 fl oz/A 0.25% v/v,"R1, R3",,,,,
,Sc15-MTCLM-105-TR27-03,MI,2015,No,trial,Montcalm,No,No,"43.352 N, 85.178 W",,,,,,,,Aproach SC Induce,9 fl oz/A 0.25% v/v,"R1, R3",,,,,
,Sc15-MTCLM-105-TR27-04,MI,2015,No,trial,Montcalm,No,No,"43.352 N, 85.178 W",,,,,,,,Aproach SC Induce,9 fl oz/A 0.25% v/v,"R1, R3",,,,,
,Sc15-MTCLM-105-TR27-05,MI,2015,No,trial,Montcalm,No,No,"43.352 N, 85.178 W",,,,,,,,Aproach SC Induce,9 fl oz/A 0.25% v/v,"R1, R3",,,,,
,Sc15-MTCLM-105-TR27-06,MI,2015,No,trial,Montcalm,No,No,"43.352 N, 85.178 W",,,,,,,,Aproach SC Induce,9 fl oz/A 0.25% v/v,"R1, R3",,,,,
,Sc15-MTCLM-105-TR27-07,MI,2015,No,trial,Montcalm,No,No,"43.352 N, 85.178 W",,,,,,,,Aproach SC Induce,9 fl oz/A 0.25% v/v,"R1, R3",,,,,
,Sc15-MTCLM-105-TR27-08,MI,2015,No,trial,Montcalm,No,No,"43.352 N, 85.178 W",,,,,,,,Aproach SC Induce,9 fl oz/A 0.25% v/v,"R1, R3",,,,,
,Sc15-MTCLM-105-TR27-09,MI,2015,No,trial,Montcalm,No,No,"43.352 N, 85.178 W",,,,,,,,Aproach SC Induce,9 fl oz/A 0.25% v/v,"R1, R3",,,,,
,Sc15-MTCLM-105-TR27-10,MI,2015,No,trial,Montcalm,No,No,"43.352 N, 85.178 W",,,,,,,,Aproach SC Induce,9 fl oz/A 0.25% v/v,"R1, R3",,,,,
,Sc15-MTCLM-144-TR27-01,MI,2015,No,trial,Montcalm,No,No,"43.352 N, 85.178 W",,,,,,,,Aproach SC Induce,9 fl oz/A 0.25% v/v,"R1, R3",,,,,
,Sc15-MTCLM-144-TR27-02,MI,2015,No,trial,Montcalm,No,No,"43.352 N, 85.178 W",,,,,,,,Aproach SC Induce,9 fl oz/A 0.25% v/v,"R1, R3",,,,,
,Sc15-MTCLM-144-TR27-03,MI,2015,No,trial,Montcalm,No,No,"43.352 N, 85.178 W",,,,,,,,Aproach SC Induce,9 fl oz/A 0.25% v/v,"R1, R3",,,,,
,Sc15-MTCLM-144-TR27-04,MI,2015,No,trial,Montcalm,No,No,"43.352 N, 85.178 W",,,,,,,,Aproach SC Induce,9 fl oz/A 0.25% v/v,"R1, R3",,,,,
,Sc15-MTCLM-144-TR27-05,MI,2015,No,trial,Montcalm,No,No,"43.352 N, 85.178 W",,,,,,,,Aproach SC Induce,9 fl oz/A 0.25% v/v,"R1, R3",,,,,
,Sc15-MTCLM-144-TR27-06,MI,2015,No,trial,Montcalm,No,No,"43.352 N, 85.178 W",,,,,,,,Aproach SC Induce,9 fl oz/A 0.25% v/v,"R1, R3",,,,,
,Sc15-MTCLM-144-TR27-07,MI,2015,No,trial,Montcalm,No,No,"43.352 N, 85.178 W",,,,,,,,Aproach SC Induce,9 fl oz/A 0.25% v/v,"R1, R3",,,,,
,Sc15-MTCLM-144-TR27-08,MI,2015,No,trial,Montcalm,No,No,"43.352 N, 85.178 W",,,,,,,,Aproach SC Induce,9 fl oz/A 0.25% v/v,"R1, R3",,,,,
,Sc15-MTCLM-156-TR27-01,MI,2015,No,trial,Montcalm,No,No,"43.352 N, 85.178 W",,,,,,,,Aproach SC Induce,9 fl oz/A 0.25% v/v,"R1, R3",,,,,
,Sc15-MTCLM-156-TR27-02,MI,2015,No,trial,Montcalm,No,No,"43.352 N, 85.178 W",,,,,,,,Aproach SC Induce,9 fl oz/A 0.25% v/v,"R1, R3",,,,,
,Sc15-MTCLM-156-TR27-03,MI,2015,No,trial,Montcalm,No,No,"43.352 N, 85.178 W",,,,,,,,Aproach SC Induce,9 fl oz/A 0.25% v/v,"R1, R3",,,,,
,Sc15-MTCLM-156-TR27-04,MI,2015,No,trial,Montcalm,No,No,"43.352 N, 85.178 W",,,,,,,,Aproach SC Induce,9 fl oz/A 0.25% v/v,"R1, R3",,,,,
,Sc15-MTCLM-156-TR27-05,MI,2015,No,trial,Montcalm,No,No,"43.352 N, 85.178 W",,,,,,,,Aproach SC Induce,9 fl oz/A 0.25% v/v,"R1, R3",,,,,
,Sc15-MTCLM-156-TR27-06,MI,2015,No,trial,Montcalm,No,No,"43.352 N, 85.178 W",,,,,,,,Aproach SC Induce,9 fl oz/A 0.25% v/v,"R1, R3",,,,,
,Sc15-MTCLM-156-TR27-07,MI,2015,No,trial,Montcalm,No,No,"43.352 N, 85.178 W",,,,,,,,Aproach SC Induce,9 fl oz/A 0.25% v/v,"R1, R3",,,,,
,Sc15-MTCLM-156-TR27-08,MI,2015,No,trial,Montcalm,No,No,"43.352 N, 85.178 W",,,,,,,,Aproach SC Induce,9 fl oz/A 0.25% v/v,"R1, R3",,,,,
,Sc15-MTCLM-156-TR27-09,MI,2015,No,trial,Montcalm,No,No,"43.352 N, 85.178 W",,,,,,,,Aproach SC Induce,9 fl oz/A 0.25% v/v,"R1, R3",,,,,
,Sc15-MTCLM-156-TR27-10,MI,2015,No,trial,Montcalm,No,No,"43.352 N, 85.178 W",,,,,,,,Aproach SC Induce,9 fl oz/A 0.25% v/v,"R1, R3",,,,,
,Sc15-MTCLM-118-TR31-01,MI,2015,No,trial,Montcalm,No,No,"43.352 N, 85.178 W",,,,,,,,Endura Induce,8 oz/A 0.25% v/v,R1,,,,,
,Sc15-MTCLM-118-TR31-02,MI,2015,No,trial,Montcalm,No,No,"43.352 N, 85.178 W",,,,,,,,Endura Induce,8 oz/A 0.25% v/v,R1,,,,,
,Sc15-MTCLM-118-TR31-03,MI,2015,No,trial,Montcalm,No,No,"43.352 N, 85.178 W",,,,,,,,Endura Induce,8 oz/A 0.25% v/v,R1,,,,,
,Sc15-MTCLM-118-TR31-04,MI,2015,No,trial,Montcalm,No,No,"43.352 N, 85.178 W",,,,,,,,Endura Induce,8 oz/A 0.25% v/v,R1,,,,,
,Sc15-MTCLM-118-TR31-05,MI,2015,No,trial,Montcalm,No,No,"43.352 N, 85.178 W",,,,,,,,Endura Induce,8 oz/A 0.25% v/v,R1,,,,,
,Sc15-MTCLM-118-TR31-06,MI,2015,No,trial,Montcalm,No,No,"43.352 N, 85.178 W",,,,,,,,Endura Induce,8 oz/A 0.25% v/v,R1,,,,,
,Sc15-MTCLM-118-TR31-07,MI,2015,No,trial,Montcalm,No,No,"43.352 N, 85.178 W",,,,,,,,Endura Induce,8 oz/A 0.25% v/v,R1,,,,,
,Sc15-MTCLM-118-TR31-08,MI,2015,No,trial,Montcalm,No,No,"43.352 N, 85.178 W",,,,,,,,Endura Induce,8 oz/A 0.25% v/v,R1,,,,,
,Sc15-MTCLM-118-TR31-10,MI,2015,No,trial,Montcalm,No,No,"43.352 N, 85.178 W",,,,,,,,Endura Induce,8 oz/A 0.25% v/v,R1,,,,,
,IA1,IA,2015,No,trial,Howard,No,No,"43.212903N, 92.175679W",,,,,,,,No_info,,,,,,,
,IA2,IA,2015,No,trial,Chickasaw,No,No,"43.00769 N, 92.31171W",,,,,,,,No_info,,,,,,,
,IA3,IA,2015,No,trial,Floyd,No,No,"42.936215 N, 92.569856W",,,,,,,,No_info,,,,,,,
,IA4,IA,2015,No,trial,Floyd,No,No,"42.936215 N, 92.569857 W",,,,,,,,No_info,,,,,,,
,IA5,IA,2015,No,trial,Story,No,No,"42.005131 N, 93.660359 W",,,,,,,,No_info,,,,,,,
,IA6,IA,2015,No,trial,Story,No,No,"42.005131 N, 93.660360 W",,,,,,,,No_info,,,,,,,
,IA7,IA,2015,No,trial,Story,No,No,"42.005131N, 93.660361 W",,,,,,,,No_info,,,,,,,
,IA8,IA,2015,No,trial,Story,No,No,"42.005131N, 93.660362W",,,,,,,,No_info,,,,,,,
,IA9,IA,2015,No,trial,Story,No,No,"42.005131 N, 93.660363 W",,,,,,,,No_info,,,,,,,
,IA10,IA,2015,No,trial,Shelby,No,No,"41.836189 N, 95.198043W",,,,,,,,No_info,,,,,,,
,IA11,IA,2015,No,trial,Shelby,No,No,"41.836189 N, 95.198044W",,,,,,,,No_info,,,,,,,
,IA12,IA,2015,No,trial,Shelby,Yes,Yes,"41.836189 N, 95.198045 W",,,,,,,,No_info,,,,,,,
,IA13,IA,2015,No,trial,Shelby,No,Yes,"41.836189 N, 95.198046W",,,,,,,,No_info,,,,,,,
,IA14,IA,2015,No,trial,Shelby,Yes,Yes,"41.836189 N, 95.198047 W",,,,,,,,No_info,,,,,,,
,IA15,IA,2015,No,trial,Shelby,Yes,Yes,"41.836189 N, 95.198048 W",,,,,,,,No_info,,,,,,,
,IA16,IA,2015,No,trial,Shelby,Yes,Yes,"41.836189 N, 95.198049 W",,,,,,,,No_info,,,,,,,
,IA17,IA,2015,No,trial,Shelby,No,Yes,"41.836189 N, 95.198050 W",,,,,,,,No_info,,,,,,,
,IA18,IA,2015,No,trial,Shelby,No,Yes,"41.836189N , 95.198051 W",,,,,,,,No_info,,,,,,,
,IA19,IA,2015,No,trial,Shelby,No,No,"41.836189 N, 95.198052 W",,,,,,,,No_info,,,,,,,
,WM 1 Cerny 2,WI,2015,No,trial,Rock,No,No,"42.53112 N, 88.64274W",,Y,Aproach @ R1,mild,,,,,,,,,,,
,WM 2 Cerny 2,WI,2015,No,trial,Rock,No,No,"42.53112 N, 88.64274W",,Y,Aproach @ R1,mild,,,,,,,,,,,Picoxystrobin
,WM 1 Cerny,WI,2015,No,trial,Rock,Yes,Yes,"42.52976N, 88.69540W",,Y,Aproach @ R1,mild,,,,,,,,,,,
,WM 2 Cerny,WI,2015,No,trial,Rock,Yes,Yes,"42.52976N, 88.69540W",,Y,Aproach @ R1,mild,,,,,,,,,,,Picoxystrobin
,WM 3 Cerny,WI,2015,No,trial,Rock,Yes,Yes,"42.52976N, 88.69540W",,Y,Aproach @ R1,mild,,,,,,,,,,,
,WM 4 Cerny,WI,2015,No,trial,Rock,Yes,No,"42.52976 N, 88.69540W",,Y,Aproach @ R1,mild,,,,,,,,,,,
,WM 5 Cerny,WI,2015,No,trial,Rock,Yes,Yes,"42.52976 N, 88.69540 W",,Y,Aproach @ R1,mild,,,,,,,,,,,
,WM 6 Cerny,WI,2015,No,trial,Rock,Yes,Yes,"42.52976 N, 88.69540W",,Y,Aproach @ R1,mild,,,,,,,,,,,
,WM 7 Cerny,WI,2015,No,trial,Rock,Yes,Yes,"42.52976 N, 88.69540W",,Y,Aproach @ R1,mild,,,,,,,,,,,
,WM 8 Cerny,WI,2015,No,trial,Rock,Yes,Yes,"42.52976  N, 88.69540W",,Y,Aproach @ R1,mild,,,,,,,,,,,
,WM 9 Cerny,WI,2015,Yes,trial,Rock,Yes,Yes,"42.52976 N, 88.69540W",,Y,Aproach @ R1,mild,,,,,,,,,,,
,WM 10 Cerny,WI,2015,No,trial,Rock,Yes,Yes,"42.52976 N, 88.69540 W",,Y,Aproach @ R1,mild,,,,,,,,,,,
,109-1,WI,2015,No,trial,Waushara,No,No,"44.11310 N, 89.544736W",,Y,Topsin 20 fl oz/ a @ R1,mild to moderate,,,,,,,,,,HARS 15208,
,421,WI,2015,No,trial,Waushara,Yes,No,"44.11310 N, 89.544736 W",,N,Non Treated Check (NTC),mild to moderate,,,,,,,,,,HARS 15209,boscalid
,414,WI,2015,No,trial,Waushara,Yes,Yes,"44.11310 N, 89.544736 W",,Y,Aproach 9 fl oz/ a @ R1 and R3,mild to moderate,,,,,,,,,,HARS 15210,
,419,WI,2015,No,trial,Waushara,Yes,Yes,"44.11310 N, 89.544736 W",,Y,Endura 8 fl oz/a @ R1,mild to moderate,,,,,,,,,,HARS 15211,
,413,WI,2015,No,trial,Waushara,Yes,No,"44.11310 N, 89.544736 W",,Y,Topsin 20 fl oz/ a @ R1,mild to moderate,,,,,,,,,,HARS 15213,
,205,WI,2015,No,trial,Waushara,Yes,No,"44.11310 N, 89.544736 W",,N,NTC,mild to moderate,,,,,,,,,,HARS 15215,
,212,WI,2015,No,trial,Waushara,Yes,Yes,"44.11310 N, 89.544736 W",,Y,Topsin 20 fl oz/ a @ R1,mild to moderate,,,,,,,,,,HARS 15216,
,302,WI,2015,No,trial,Waushara,No,No,"44.11310 N, 89.544736 W",,Y,Aproach 9 fl oz/ a @ R1 and R3,mild to moderate,,,,,,,,,,HARS 15217,
,318,WI,2015,No,trial,Waushara,Yes,Yes,"44.11310 N, 89.544736 W",,Y,Topsin 20 fl oz/ a @ R1,mild to moderate,,,,,,,,,,HARS 15218,
,315,WI,2015,No,trial,Waushara,No,No,"44.11310 N, 89.544736W",,Y,Endura 8 fl oz/a @ R1,mild to moderate,,,,,,,,,,HARS 15219,
1025,,IA,2016,No,trial,Polk,Yes,No,"41.5904 N,93.3835 W",,,Johnston Treatment #8 Plot 403 Stratego YLD at R3 (see special notes),,,,,,,,,,,,
1026,,IA,2016,No,trial,Polk,Yes,No,"41.5904 N,93.3835 W",,,Johnston Treatment #4 Plot 402 Priaxor  at R1 (see special notes),,,,,,,,,,,,
1027,,IA,2016,No,trial,Polk,Yes,No,"41.5904 N,93.3835 W",,,Johnston Treatment #2 Plot 304 Topguard at R1 (see special notes),,,,,,,,,,,,
1028,,IA,2016,No,trial,Polk,No,No,"41.5904 N,93.3835 W",,,Johnston Treatment #7 Plot 302 Priaxor at R1 (see special notes),,,,,,,,,,,,
1029,,IA,2016,No,trial,Polk,Yes,No,"41.5904 N,93.3835 W",,,Johnston Treatment #3 Plot 301 Headline at R1 (see special notes),,,,,,,,,,,,
1030,,IA,2016,No,trial,Polk,No,No,"41.5904 N,93.3835 W",,,Johnston Treatment #9 Plot 204 Quadris Top SBX at R3 (see special notes),,,,,,,,,,,,
1031,,IA,2016,No,trial,Polk,No,No,"41.5904 N,93.3835 W",,,Johnston Treatment #3 Plot 202 Headline at R1 (see special notes),,,,,,,,,,,,
1032,,IA,2016,No,trial,Polk,Yes,No,"41.5904 N,93.3835 W",,,Johnston Treatment #4 Plot 104 Priaxor at R1 (see special notes),,,,,,,,,,,,
1033,,IA,2016,No,trial,Polk,Yes,No,"41.5904 N,93.3835 W",,,Johnston Treatment #3 Plot 103 Headline at R1 (see special notes),,,,,,,,,,,,
1034,,IA,2016,No,trial,Polk,Yes,No,"41.5904 N,93.3835 W",,,Johnston Treatment #2 Plot 102 Topguard at R1 (see special notes),,,,,,,,,,,,
1035,,IA,2016,No,trial,Polk,Yes,No,"41.5904 N,93.3835 W",,,Johnston Treatment #5 Plot 404 Topguard at R3 (see special notes),,,,,,,,,,,,
1036,,IA,2016,No,trial,Floyd,Yes,No,"42.931478 N, 92.574870 W",,,"Nashua Treatment #3 Sample #1 10-21-16 (ILEVO-fluopyram, seedtreatment)",,,,,,,,,,,,
1037,,IA,2016,No,trial,Floyd,Yes,No,"42.931478 N, 92.574870 W",,,"Nashua Treatment #3 Sample #2 10-21-16 (ILEVO-fluopyram, seedtreatment)",,,,,,,,,,,,
1038,,IA,2016,No,trial,Floyd,Yes,No,"42.931478 N, 92.574870 W",,,"Nashua Treatment #3 Sample #3 10-21-16 (ILEVO-fluopyram, seedtreatment)",,,,,,,,,,,,
1039,,IA,2016,No,trial,Floyd,Yes,No,"42.931478 N, 92.574870 W",,,"Nashua Treatment #3 Sample #4 10-24-16 (ILEVO-fluopyram, seedtreatment)",,,,,,,,,,,,
1040,,IA,2016,No,trial,Floyd,Yes,No,"42.931478 N, 92.574870 W",,,"Nashua Treatment #3 Sample #5 10-24-16 (ILEVO-fluopyram, seedtreatment)",,,,,,,,,,,,
1041,,IA,2016,No,trial,Floyd,Yes,No,"42.931478 N, 92.574870 W",,,"Nashua  Sample #6 (ILEVO-fluopyram, seedtreatment)",,,,,,,,,,,,
1042,,IA,2016,No,trial,Floyd,No,No,"42.931478 N, 92.574870 W",,,"Nashua Treatment #3 Sample #7 10-24-16 (ILEVO-fluopyram, seedtreatment)",,,,,,,,,,,,
1043,,IA,2016,No,trial,Floyd,Yes,No,"42.931478 N, 92.574870 W",,,"Nashua Treatment #3 Sample #8 10-24-16 (ILEVO-fluopyram, seedtreatment)",,,,,,,,,,,,
1044,,IA,2016,No,trial,Floyd,No,No,"42.931478 N, 92.574870 W",,,"Nashua Treatment #3 Sample #11 10-24-16 (ILEVO-fluopyram, seedtreatment)",,,,,,,,,,,,
1045,,IA,2016,No,trial,Floyd,Yes,No,"42.931478 N, 92.574870 W",,,"Nashua  Sample #10  (ILEVO-fluopyram, seedtreatment)",,,,,,,,,,,,
1046,,IA,2016,No,trial,Floyd,Yes,No,"42.931478 N, 92.574870 W",,,"Nashua Treatment #3 Sample #9 10-24-16 (ILEVO-fluopyram, seedtreatment)",,,,,,,,,,,,
1047,,IA,2016,No,trial,Floyd,Yes,No,"42.931478 N, 92.574870 W",,,Nashua untreated Sample #11 10-21-16 (see special notes),,,,,,,,,,,,
1050,,IA,2016,No,trial,Floyd,Yes,No,"42.931478 N, 92.574870 W",,,Nashua untreated Sample #8 10-21-16 (see special notes),,,,,,,,,,,,
1051,,IA,2016,No,trial,Floyd,No,No,"42.931478 N, 92.574870 W",,,Nashua untreated Sample #7 10-21-16 (see special notes),,,,,,,,,,,,
1052,,IA,2016,No,trial,Floyd,Yes,No,"42.931478 N, 92.574870 W",,,Nashua untreated Sample #6 10-21-16 (see special notes),,,,,,,,,,,,
1053,,IA,2016,No,trial,Floyd,Yes,No,"42.931478 N, 92.574870 W",,,Nashua untreated Sample #5 10-21-16 (see special notes),,,,,,,,,,,,
1054,,IA,2016,No,trial,Floyd,Yes,No,"42.931478 N, 92.574870 W",,,Nashua untreated Sample #4 10-21-16 (see special notes),,,,,,,,,,,,
1055,,IA,2016,No,trial,Floyd,Yes,No,"42.931478 N, 92.574870 W",,,Nashua untreated Sample #3 10-21-16 (see special notes),,,,,,,,,,,,
1056,,IA,2016,No,trial,Floyd,Yes,No,"42.931478 N, 92.574870 W",,,Nashua untreated Sample #2 10-21-16 (see special notes),,,,,,,,,,,,
1057,,IA,2016,No,trial,Floyd,Yes,No,"42.931478 N, 92.574870 W",,,Nashua untreated Sample #1 10-21-16 (see special notes),,,,,,,,,,,,
1058,,MI,2016,No,trial,East Lansing,Yes,No,,,,"Fungicide treatment plots  Topsin-3 Plant 8 (highest rates and two applications, 4.5 fl oz/A at R1 and R2)",,,,,,,,,,,,
1059,,MI,2016,No,trial,East Lansing,Yes,No,,,,"Fungicide treatment plots Topsin-3 Plant 9 (highest rates and two applications, 4.5 fl oz/A at R1 and R2)",,,,,,,,,,,,
1060,,MI,2016,No,trial,East Lansing,No,No,,,,"Fungicide treatment plots Topsin-4 Plant 1 (highest rates and two applications, 4.5 fl oz/A at R1 and R2)",,,,,,,,,,,,
